player_name,player_link_ep,nation,position,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Tyson Jost,https://www.eliteprospects.com/player/148111/tyson-jost,Canada,C,180,85,L,"['Energy Forward', 'Speedster', 'Two-Way Forward']",Carolina Hurricanes / Signed,"('1', '10', '2016')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time WJAC-19 Gold Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time BCEHL U18 Champion', '1-time BCEHL U18 Most Points', '1-time BCHL Champion', '1-time BCHL Most Assists', '1-time BCHL Most Valuable Player (Vern Dye Memorial Trophy)', '1-time CJHL Most Valuable Player', '1-time CJHL RBC Player of the Year', '1-time CJHL Top Forward', '1-time U18 WJC All-Star Team', '1-time U18 WJC Best Forward', '1-time U18 WJC Most Points', '1-time WJAC-19 All-Star Team', '1-time WJAC-19 Most Assists', '1-time WJAC-19 Most Points', '1-time WJAC-19 Tournament MVP']","Tyson Jost is a crafty goal-scorer who carries out plays as quickly as he envisions them. As someone who thinks and plays at a fast tempo, it comes as no surprise that he creates a lot of energy as an offensive catalyst. He sees the ice very well and has the willingness and determination to win battles in the tough areas. All-in-all, a dynamic offensive forward with top-6 potential at the next level."
Matt Lorito,https://www.eliteprospects.com/player/62740/matt-lorito,Canada,W/C,175,78,L,,,,['1-time AHL Calder Cup Champion'],
C.J. Smith,https://www.eliteprospects.com/player/151013/c.j.-smith,USA,LW,180,83,L,,,,"['1-time AHL Calder Cup Champion', '1-time NCAA (Hockey East) Champion']",
Gabriel Carlsson,https://www.eliteprospects.com/player/187919/gabriel-carlsson,Sweden,D,195,93,L,"['Defensive Defenseman', 'Physical Defenseman', 'Two-Way Defenseman']",,"('1', '29', '2015')",['1-time AHL Calder Cup Champion'],"Big stay-at-home defenseman with excellent reach and good hockey sense. Carlsson is also quite mobile for his size and has a good first pass. Offensively, he will never put up any big numbers, but has the potential to become a more than capable shut-down defenseman."
Ian McCoshen,https://www.eliteprospects.com/player/90302/ian-mccoshen,USA,D,191,99,L,,,"('2', '31', '2013')",['1-time USHL First All-Star Team'],Sister: Grace McCoshen
Anton Rödin,https://www.eliteprospects.com/player/7084/anton-rodin,Sweden,RW,183,84,L,"['Heavy Shooter', 'Leader', 'Two-Way Forward']",,"('2', '53', '2009')","['1-time J20 SM Gold Medal', '1-time U20 WJC Bronze Medal', '1-time HockeyAllsvenskan Champion', '1-time SHL Most Valuable Player (Guldhjälmen)', '1-time U20 Nationell (Overall) Most Goals']","Anton Rödin is a top flight scoring winger who combines speed with skill and cunning. He is a naturally superb skater that controls the puck well at high speed. He possesses high end vision and playmaking ability and is a reliable source of offence. He is the type of player that, if you leave alone for even a few seconds, will make you pay. He does not have the size to play a prevalent physical game, but he chooses to battle against bigger guys and, combined with his intellect, skill, and shiftiness, is able to win a massive amount of puck battles. He has the competitiveness and drive to do whatever it takes to win, and that is key to his success as a versatile scoring winger."
Alexander Nylander,https://www.eliteprospects.com/player/212641/alexander-nylander,Sweden / Canada,W/C,185,93,R,,,"('1', '8', '2016')","['1-time TV-Pucken Gold Medal', '1-time Hlinka Gretzky Cup Silver Medal', '1-time U18 WJC Silver Medal', '1-time U20 WJC Silver Medal', '1-time U17 WHC Bronze Medal', '1-time CHL Rookie of the Year', '1-time OHL First All-Rookie Team', '1-time OHL Rookie of the Year (Emms Family Award)', '1-time OHL Third All-Star Team', '1-time U20 WJC All-Star Team']","Nylander's game is all about skill. Blessed with exceptional hockey sense, technical skills and overall offensive awareness. Very creative and shifty player with speed and soft hands. Furthermore, he has a great release, a good scoring touch and the ability to do the unexpected with the puck. On the downside, there's some consistency issues and intensity could be better. Some room for improvement when it comes to his defensive game as well."
Nick Sörensen,https://www.eliteprospects.com/player/33472/nick-sorensen,Sweden / Denmark,RW,186,83,R,,,"('2', '45', '2013')",['2-time U20 WJC Silver Medal'],
A.J. Greer,https://www.eliteprospects.com/player/151125/a.j.-greer,Canada,LW,191,94,L,,Florida Panthers / Signed,"('2', '39', '2015')","['1-time NCAA (Hockey East) Champion', '1-time NHL Stanley Cup Champion', '1-time QMJHL Champion']",
Dylan Strome,https://www.eliteprospects.com/player/228107/dylan-strome,Canada,C,190,91,L,,Washington Capitals / Signed,"('1', '3', '2015')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time AHL All-Rookie Team', '1-time CHL Top Scorer Award', '1-time OHL Champion', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Points (Eddie Powers Trophy)', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']","Brothers: Matthew Strome, Ryan Strome"
Sean Kuraly,https://www.eliteprospects.com/player/49938/sean-kuraly,USA,C/LW,188,93,L,['Physical Forward'],Boston Bruins / Signed,"('5', '133', '2011')","['1-time U20 WJC Gold Medal', '1-time NCAA (NCHC) Champion', '1-time USHL Second All-Star Team']","Father: Rick Kuraly
Brother: Nick Kuraly"
Frédérick Gaudreau,https://www.eliteprospects.com/player/129032/frederick-gaudreau,Canada,C/RW,183,83,R,,Seattle Kraken / Signed,,['1-time CHL Memorial Cup Champion'],
Charlie McAvoy,https://www.eliteprospects.com/player/245142/charlie-mcavoy,USA,D,185,95,R,"['Mobile Defenseman', 'Two-Way Defenseman']",Boston Bruins / Signed,"('1', '14', '2016')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time U20 WJC Bronze Medal', '1-time World Championship Bronze Medal', '1-time NCAA (East) First All-American Team', '1-time NHL All-Rookie Team', '1-time NHL Second All-Star Team', '1-time U20 WJC All-Star Team']","Father-in-law: Mike Sullivan
Brother-in-law: Matthew Sullivan"
Jakob Forsbacka Karlsson,https://www.eliteprospects.com/player/115158/jakob-forsbacka-karlsson,Sweden,C,185,84,R,,,"('2', '45', '2015')","['1-time U17 WHC Gold Medal', '1-time TV-Pucken Bronze Medal', '1-time USHL Third All-Star Team']","A player who has worked hard at his all-around game, but needs to gain more consistency. That being said, he can be an offensively effective center; possesses a high level of hockey intelligence and plays with intensity. A smooth, yet not dynamic skater. An excellent passer; can turn a ""nothing doing"" play into a scoring chance."
Nic Kerdiles,https://www.eliteprospects.com/player/90347/nic-kerdiles,USA / France,LW,188,87,L,,,"('2', '36', '2012')","['2-time U18 WJC Gold Medal', '1-time U17 WHC Silver Medal', '1-time NCAA (B1G) Champion']","Kerdiles, 29, died on September 23, 2023 in a motorcycle accident in Nashville, Tenn."
Rasmus Andersson,https://www.eliteprospects.com/player/86137/rasmus-andersson,Sweden,D,185,92,R,,Calgary Flames / Signed,"('2', '53', '2015')","['1-time World Championship Bronze Medal', '1-time OHL First All-Star Team', '1-time OHL Second All-Star Team']","An offensively active defenceman who works a power dynamic; he is able to win battles against larger opponents through outworking them, and is able to skate with the speediest of smaller opponents. Responsible defensively, but decision making does need some work. All-in-all, an intelligent, hard-working defenceman that is constantly alert in all three zones and willing to do battle with any and all opponents."
Jaycob Megna,https://www.eliteprospects.com/player/84762/jaycob-megna,USA,D,198,100,L,['Defensive Defenseman'],Vegas Golden Knights / Signed,"('7', '210', '2012')",[],Brother: Jayson Megna
Dan Renouf,https://www.eliteprospects.com/player/76892/dan-renouf,Canada,D,185,90,L,,,,['2-time AHL Calder Cup Champion'],
Evan McEneny,https://www.eliteprospects.com/player/76082/evan-mceneny,Canada,D,188,92,L,,,,[],
Samuel Morin,https://www.eliteprospects.com/player/126391/samuel-morin,Canada,D/LW,197,92,L,,,"('1', '11', '2013')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time QMJHL All-Rookie Team', '1-time QMJHL Champion']",
Sean Malone,https://www.eliteprospects.com/player/118664/sean-malone,USA,C,183,89,L,,,"('6', '159', '2013')","['1-time U18 WJC Silver Medal', '2-time NCAA (ECAC) Champion']",
Kalle Kossila,https://www.eliteprospects.com/player/43563/kalle-kossila,Finland,C/LW,178,84,L,"['Offensive Forward', 'Playmaker', 'Two-Way Center']",,,"['1-time NCAA (NCHC) Champion', '1-time SHL Champion']","A strong finesse forward that makes the players around him perform better. Exhibits excellent mobility and natural skating ability. Proficient puck skills and puck control at high speed. Great work ethic and can play up and down the lineup in multiple roles. Excels in an offensive role, however, and has all of the tools to produce."
Mike Liambas,https://www.eliteprospects.com/player/33873/mike-liambas,Canada,LW,178,89,L,,,,['1-time OJHL Champion'],
Robert Hägg,https://www.eliteprospects.com/player/27397/robert-hagg,Sweden,D,188,95,L,['Defensive Defenseman'],,"('2', '41', '2013')","['2-time U20 WJC Silver Medal', '1-time Hlinka Gretzky Cup Bronze Medal']",Brother: Christian Hägg
Garrett Mitchell,https://www.eliteprospects.com/player/21032/garrett-mitchell,Canada,RW/C,180,90,R,,,"('6', '175', '2009')",['1-time U17 WHC Bronze Medal'],
Tim Heed,https://www.eliteprospects.com/player/10065/tim-heed,Sweden,D,182,86,R,,,"('5', '132', '2010')","['1-time World Championship Bronze Medal', '1-time AHL Second All-Star Team', '1-time SHL Champion', '1-time Spengler Cup Winner', '1-time Swedish Defenseman of the Year (Salming Trophy)']","A former forward, Heed is an an offensive-minded defenseman with a great shot. Excels tremendously on the powerplay thanks to natural playmaking instincts and poise. Skates well with good agility, too. However, he could stand to round out his defensive game. Is somwhat lacking in size."
Denis Guryanov,https://www.eliteprospects.com/player/263964/denis-guryanov,Russia,RW/LW,189,83,L,['Speedster'],,"('1', '12', '2015')",['1-time U20 WJC Bronze Medal'],"A highly skilled forward who intimidates with his speed and proficient puckhandling ability, Denis Guryanov may have one of the highest ceilings as a forward prospect for the 2015 NHL Entry Draft. Very strong on his skates and uses his size to protect the puck well. Drives the net hard and knows where he will shoot before he is even in a position to do so. Possesses a heavy and accurate release on his shot, which he likes to get off near the faceoff dots; if he can't shoot from there, he will either dangle or bull his way through to the blue paint. While he is proactive and aware defensively, he still needs to work on consistency in his own end. All-in-all, a dynamic offensive threat that has room to grow defensively."
Jack Roslovic,https://www.eliteprospects.com/player/226309/jack-roslovic,USA,C/RW,185,88,R,,,"('1', '25', '2015')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal']",
Thomas Chabot,https://www.eliteprospects.com/player/213607/thomas-chabot,Canada,D,188,89,L,,Ottawa Senators / Signed,"('1', '18', '2015')","['1-time U20 WJC Silver Medal', '2-time World Championship Silver Medal', '1-time U18 WJC Bronze Medal', '1-time CHL Defenseman of the Year', '1-time QMJHL Champion', '1-time QMJHL Defenseman of the Year (Emile Bouchard Trophy)', '1-time QMJHL First All-Star Team', '1-time QMJHL Playoffs MVP (Guy Lafleur Trophy)', '1-time QMJHL Second All-Star Team', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman', '1-time U20 WJC Most Valuable Player']","Brother: Félix-Antoine Chabot

A quick-thinking two-way defenseman that is able to make fast decisions and help his team whenever he is on the ice. Possesses excellent mobility and has good individual puck skills; can catch the opposition off guard with his speed. All-in-all, a player who strives to be better with every shift, staying a student of the game. Has the potential to flourish into a very reliable all-around defenseman that can eat up minutes."
Mark Jankowski,https://www.eliteprospects.com/player/146518/mark-jankowski,Canada,C,193,96,L,,Carolina Hurricanes / Signed,"('1', '21', '2012')","['1-time AHL All-Rookie Team', '1-time NCAA (Championship) Winner', '1-time NCAA (East) Second All-American Team']","Father: Len Jankowski
Grandfather: Lou Jankowski
Brother: David Jankowski
Uncle: Ryan Jankowski
Great uncle: Red Kelly
Cousin: Joshua Slegers
Distant relative: Rob Blake"
Boo Nieves,https://www.eliteprospects.com/player/131061/boo-nieves,USA,C/LW,191,97,L,,,"('2', '59', '2012')",['1-time NCAA (B1G) Champion'],
Jean-Sébastien Dea,https://www.eliteprospects.com/player/128463/jean-sebastien-dea,Canada,C,180,79,R,,,,[],Brother: Louis-Philippe Dea
Erik Burgdoerfer,https://www.eliteprospects.com/player/32546/erik-burgdoerfer,USA,D,185,94,R,,,,[],Twin Brother: Greg Burgdoerfer
Yevgeni Svechnikov,https://www.eliteprospects.com/player/168679/yevgeni-svechnikov,Russia,RW/LW,190,93,L,,,"('1', '19', '2015')","['1-time EYOF Silver Medal', '1-time U17 WHC Silver Medal', '1-time WJAC-19 Silver Medal', '1-time U20 WJC Silver Medal', '1-time AHL Calder Cup Champion', '1-time QMJHL All-Rookie Team']","Incredibly skilled offensive winger. Has a remarkably accurate shot to go along with some magic hands. Could be better defensively, but his game is based around his acute sense of what is happening on the ice in the offensive zone. All-in-all, a deadly player who possesses good size, elite-level skill, and smooth skating."
Alexandre Carrier,https://www.eliteprospects.com/player/151143/alexandre-carrier,Canada,D,180,79,R,,Montréal Canadiens / Signed,"('4', '115', '2015')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U18 WJC Bronze Medal', '1-time NHL All-Rookie Team', '1-time QMJHL Second All-Star Team']","A mobile defenseman that has solid offensive and defensive capabilities. Possesses an active stick with great hand-eye coordination, as well as soft hands. Exhibits an element of creativity with the puck because he can both pass the puck and let loose a howitzer; very unpredictable and can penetrate faulty defense systems with ease. All-in-all, an all-around defenseman that excels in reading plays and creating chances."
