player_name,nation,position,height_cm,weight_cm,shoots,player_type,nhl_right,draft,highlights,"description
"
Ilkka Pikkarainen,Finland,RW/LW,188,94,R,"['Heavy Hitter', 'Physical Forward']",,"('7', '218', '2002')",[],"A big winger with good skating ability. Has a bad temper and does take a lot of unneccessary penalties. Skilled offensively, where he likes to attack the net. Good physical player. Sometimes play right on the edge of the rules. Bit of a late bloomer. Energy player, who always works hard."
Dustin Kohn,Canada,D,185,91,L,,,"('2', '46', '2005')","['1-time U17 WHC Silver Medal', '1-time EIHL Champion']","Kohn is a two-way defenseman who plays a well-rounded game. He is a very good skater and keeps it safe in his own end.
Lacks natural offensive flair, but can make a solid first pass.
- Erik K."
David Laliberté,Canada,RW,185,92,R,,,"('4', '124', '2004')","['1-time ICEHL Champion', '1-time Slovakia Playoffs Most Valuable Player', '1-time Slovakian Extraliga All-Star Team', '1-time Slovakian Extraliga Champion']","Laliberté is a winger with a hard shot and good vision. Works hard in the corners and in front of the net. Could improve his defensive game, and use his size more to his advantage."
Ryan Stoa,USA,C/LW,190,101,L,,,"('2', '34', '2005')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Bronze Medal', '1-time NCAA (West) First All-American Team']","Stoa is a big forward with solid two-way smarts. Has a hard shot and grit. Good in the corners and along the boards, as well as around the opposing net. Needs to play with more consistency.
- Erik K."
Grant Clitsome,Canada,D,180,96,L,,,"('9', '271', '2004')","['1-time NCAA (ECAC) Champion', '1-time NCAA (East) Second All-American Team']",Brother: Eric Clitsome
Andreas Thuresson,Sweden,LW/RW,185,95,R,,,"('5', '144', '2007')",['1-time DEL Most Points'],"Thuresson is a winger with good size and a strong physical game. Handles the puck well, and is also a capable skater. Owns a hard shot. Plays a solid two-way game. A team player who can be used in most situations."
Nick Spaling,Canada,C/LW,185,90,L,,,"('2', '58', '2007')","['1-time OHL Champion', '1-time Spengler Cup Winner']","Spaling is a hard working, checking forward who can play any position up front. He is a skilled penalty killer and also has some scoring ability."
Lars Eller,Denmark,C/LW,186,94,L,,Ottawa Senators / Signed,"('1', '13', '2007')","['2-time J20 SM Gold Medal', '1-time AHL All-Rookie Team', '1-time NHL Stanley Cup Champion', '1-time U20 Nationell (Overall) Most Assists', '1-time U20 Nationell (Overall) Most Points']","Father: Olaf Eller
Brother: Mads Eller
Half brother: Michael Smidt"
Drayson Bowman,USA,W/C,185,88,L,,,"('3', '72', '2007')","['1-time CHL Memorial Cup Champion', '1-time ECHL Kelly Cup Champion', '2-time WHL (West) Second All-Star Team', '1-time WHL Champion']","Bowman is a winger with a good shot and two-way ability. Has fine speed and skating ability, and goes to the hard areas of the ice. Can play any forward position if need be. Somewhat lacking in strength for the NHL game, though.
- Erik K."
Nick Johnson,Canada,RW,188,91,R,,,"('3', '67', '2004')","['1-time CJHL RBC Player of the Year', '1-time NCAA (East) Second All-American Team', '1-time SHL Champion', '1-time SHL Most Goals']","Johnson is a hard working winger with good offensive instincts and vision. Handles the puck well, but is also sound defensively. Has a hard shot, too.
- Erik K."
Justin Mercier,USA,C,180,81,L,,,"('6', '168', '2005')","['1-time U18 WJC Gold Medal', '1-time NCAA (CCHA) Champion']",Mercier is a speedy center who is very good off the puck. Works hard and excels in a checking role. Is a good penalty killer and can also play on the wing.
Nick Bonino,USA,C,185,88,L,,,"('6', '173', '2007')","['2-time World Championship Bronze Medal', '1-time NCAA (Championship) Winner', '1-time NCAA (Hockey East) Champion', '2-time NHL Stanley Cup Champion', '1-time Slovenian Champion']",A two-way center who plays a well-rounded game. Owns solid hockey sense and passing skills. Needs to improve his skating ability and add weight.
Jay Rosehill,Canada,LW,191,98,L,['Enforcer'],,"('7', '227', '2003')",[],
Kyle Wilson,Canada,C,183,91,L,,,"('9', '272', '2004')",['2-time AHL Calder Cup Champion'],"Wilson is a two-way center with good vision and playmaking skills. Also has the ability to play wing. Could learn to make better use of his size, though.
- Erik K."
P.K. Subban,Canada,D,183,95,R,,,"('2', '43', '2007')","['2-time U20 WJC Gold Medal', '1-time Olympic Gold Medal', '1-time AHL All-Rookie Team', '1-time AHL First All-Star Team', '1-time NHL All-Rookie Team', '1-time NHL Best Defenseman (Norris Trophy)', '2-time NHL First All-Star Team', '1-time NHL Leadership-Humanitarian Award (King Clancy Trophy)', '1-time NHL Second All-Star Team', '1-time OHL First All-Star Team', '1-time U20 WJC All-Star Team']","P.K. Subban is a spectacular puck-moving defenseman who can take big influence on a game with his end-to-end rushes. Is a very good skater and is able to shake of fore-checking forwards with quick stops or sharp turns and decent puck-control. Possesses a hard and accurate slap-shot, which is especially on the power play a weapon. Battles hard on every shift, but discipline is an issue as he takes stupid and often badly-timed penalties."
Arturs Kulda,Latvia,D,188,96,L,,,"('7', '200', '2006')",['1-time AHL Calder Cup Champion'],"Kulda is a stay-at-home defenseman who plays a physical game. He can hit hard, but also skates well. Owns a hard slapshot from the powerplay point. Could improve his positional play."
Matt Martin,Canada,LW,191,100,L,"['Grinder', 'Heavy Hitter']",,"('5', '148', '2008')",[],"Relatives: Lucas Condotta, Jaden Condotta Matteo Condotta"
Tomas Kana,Czechia,RW/C,183,93,L,,,"('2', '31', '2006')",[],A left-handed center with good defensive skills. A good skater with a good understanding of the game.
Jérôme Samson,Canada,RW/C,183,88,R,,,,"['1-time AHL First All-Star Team', '1-time DEL Champion', '1-time QMJHL Champion']","Samson plays a very energetic game, but also has some scoring ability and a nose for the net. Even though he's not huge, he's successful in board battles.
- Erik K."
Shaun Heshka,Canada,D,186,95,R,,,,"['1-time ICEHL Champion', '1-time Liiga All-Star Team', '1-time Liiga Best Defenseman (Pekka Rautakallio Award)', '2-time Liiga Champion', '1-time Spengler Cup Winner', '1-time WHL (West) First All-Star Team']","A fairly physical defenseman, Heshka has a good shot and some nice offensive ability. Posesses good hockey sense. Competes hard.
However, there is room for improvement in his defensive game.
- Erik K."
Clayton Stoner,Canada,D,193,98,L,,,"('3', '79', '2004')",['1-time WHL (West) Second All-Star Team'],
Deryk Engelland,Canada,D,188,97,R,,,"('6', '194', '2000')","['1-time AHL Calder Cup Champion', '1-time NHL Mark Messier Leadership Award']",
Rich Clune,Canada,LW,178,94,L,,,"('3', '71', '2005')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Silver Medal', '1-time AHL Calder Cup Champion']",Brother: Matt Clune
Ryan White,Canada,C/RW,183,91,R,,,"('3', '66', '2006')","['1-time U17 WHC Gold Medal', '1-time WHL (East) Second All-Star Team']","A gritty, grinding forward with a decent scoring touch. Plays a tough, feisty game. Doesn't skate very well."
Colin McDonald,USA,RW,188,99,R,,,"('2', '51', '2003')",[],Father: Gerry McDonald
Corey Elkins,USA,C,188,97,L,,,,['1-time Czech Extraliga Champion'],"A two-way center, Elkins plays the game with a lot of energy and intensity. He has good size and is pretty well-rounded in his game. Useful on the powerplay as he will pay the price to score goals, and on the penalty kill, where his defensive smarts come in very handy."
Cody Almond,Switzerland / Canada,C/LW,188,90,L,,,"('5', '140', '2007')","['2-time Spengler Cup Winner', '1-time WHL Champion']","Almond is a center who plays a well-rounded game. He has the ability to be physical, and go hard to the net and battle along the boards. Doesn't have great hands or speed."
Zach Hamill,Canada,C/RW,180,82,R,,,"('1', '8', '2007')","['1-time U17 WHC Silver Medal', '1-time CHL First All-Star Team', '1-time WHL (West) First All-Star Team', '1-time WHL Most Assists', '1-time WHL Most Points (Bobby Clarke Trophy)']",
Tyler Eckford,Canada,D,191,97,L,,,"('7', '217', '2004')","['1-time BCHL Champion', '1-time NCAA (West) First All-American Team']",
Alex Plante,Canada / South Korea,D,196,104,R,,,"('1', '15', '2007')",['3-time Asia League Champion'],"Father: Cam Plante
Brother: Tyler Plante"
Mark Flood,Canada,D,186,88,R,,,"('6', '188', '2003')","['1-time French Champion', '1-time OHL Third All-Star Team', '1-time Spengler Cup Winner']","Flood is a puck-moving defenseman. He likes to shoot the puck and is an asset with the man advantage. However, his defensive game could use some improvement.
- Erik K."
David Desharnais,Canada,C/LW,175,79,L,,,,"['1-time CHL Sportsman of the Year', '1-time ECHL All-Rookie Team', '1-time ECHL First All-Star Team', '1-time ECHL Kelly Cup Champion', '1-time ECHL Most Assists', '1-time ECHL Most Points', '1-time ECHL Most Valuable Player', '1-time ECHL Rookie of the Year (John A Daley Trophy)', '2-time QMJHL Second All-Star Team', '1-time Spengler Cup Winner']","David Desharnais is a small offensive-minded center, with excellent creativity and playmaking skills. Has soft hands, brilliant puck-handling ability and shows very good hand-eye coordination, which makes him also a solid face-off guy. David Desharnais is a quick skater with decent speed and despite his lack of size, the diminutive pivot battles hard along the boards for loose pucks and is hard to push of balance. Needs to play a more reliable two-way game, as he sometimes misses his assignments in the defensive zone, while chasing the puck and leaving his position. He is an excellent playmaking complement to a sniper on a scoring line."
Nick Palmieri,USA,RW,191,100,R,,,"('3', '79', '2007')",[],
Brad Marchand,Canada,W/C,175,80,L,"['Agitator', 'PK Specialist', 'Two-Way Forward']",Florida Panthers / Signed,"('3', '71', '2006')","['2-time U20 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time World Cup Gold Medal', '1-time U17 WHC Bronze Medal', '1-time NHL 4 Nations Champion', '2-time NHL First All-Star Team', '2-time NHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time QMJHL Champion']","Brother: Jeff Marchand
Cousin: Chase Marchand

Nicknamed ""The Rat"" due to his pesty style of play, Marchand is a pro at getting under the skin of his opponents. He was selected in the 2nd round of the 2006 Draft after scoring 66 points and winning a QMJHL Championship with the Moncton Wildcats. He won back-to-back World Junior Championships with Canada in 2007 and 2008 and debuted with the Bruins in the 2009-10 season. Marchand won a Stanley Cup in 2011 after scoring 19 points in the playoffs and later won World Championship gold in 2016 and World Cup gold in 2017. He set a career-high with 100 points in 2019 and holds the Bruins franchise record for shorthanded goals."
Brayden Schenn,Canada,C/W,185,91,L,,St. Louis Blues / Signed,"('1', '5', '2009')","['1-time U18 WJC Gold Medal', '1-time World Championship Gold Medal', '2-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time U17 WHC Bronze Medal', '1-time CHL All-Rookie Team', '1-time NHL Stanley Cup Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Forward', '1-time U20 WJC Most Points', '1-time U20 WJC Most Valuable Player', '1-time WHL (East) First All-Star Team', '2-time WHL (East) Second All-Star Team', '1-time WHL Rookie of the Year (Jim Piggott Trophy)']",Brother: Luke Schenn
Nazem Kadri,Canada,C/LW,183,87,L,,Calgary Flames / Signed,"('1', '7', '2009')","['1-time U20 WJC Silver Medal', '1-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time OHL Second All-Star Team']",
Eric Tangradi,USA,LW,193,103,L,,,"('2', '42', '2007')",['1-time AHL Calder Cup Champion'],
Maxim Noreau,Canada,D,180,89,R,,,,"['1-time Olympic Bronze Medal', '1-time AHL First All-Star Team', '1-time AHL Second All-Star Team', '1-time NL Champion', '3-time NL Media All-Star Team', '1-time Olympic All-Star Team', '4-time Spengler Cup Winner']","An offensive-minded defenseman, Noreau is a very good skater. He excels with the man advantage with his playmaking abilities and right-handed shot.
Obviously, his modest size is a bit of a weakness.
- Erik K."
Andrei Loktionov,Russia,C,179,87,L,,,"('5', '123', '2008')","['1-time U18 WJC Gold Medal', '1-time World Championship Gold Medal', '1-time U18 WJC Silver Medal', '1-time CHL Memorial Cup Champion', '1-time NHL Stanley Cup Champion', '1-time OHL Champion']",
Marc-André Cliche,Canada,C,183,92,R,,,"('2', '56', '2005')","['1-time U20 WJC Gold Medal', '1-time U17 WHC Bronze Medal', '1-time QMJHL Champion']","A two-way center, Cliche is very strong defensively. He plays with plenty of energy and can also be utilized on the wing.
- Erik K."
Scott Jackson,Canada,D,194,96,L,,,"('2', '37', '2005')","['1-time U17 WHC Silver Medal', '1-time AHL Calder Cup Champion']",
Kaspars Daugavins,Latvia,RW/C,183,100,L,,,"('3', '91', '2006')","['1-time World Championship Bronze Medal', '1-time AHL Calder Cup Champion', '1-time OHL First All-Rookie Team', '1-time Slovakian Extraliga All-Star Team', '1-time Spengler Cup Winner']",
Johan Motin,Sweden,D,188,92,R,,,"('4', '103', '2008')","['2-time J18 SM Gold Medal', '1-time TV-Pucken Gold Medal', '1-time U20 WJC Silver Medal', '1-time U18 WJC Bronze Medal', '1-time SHL Champion']","Motin is a stay-at-home defenseman with very good size and strength. He has the potential to become a bruising defenseman if he develops his physical game. At this point, his is inconsistent when it comes to playing the body and should act with more resolution and confidence along the boards and in front of his goalie.

Offensively, there is little to say about Motin. He does not have the fundamental skills to contribute in a big way in terms of points and hockey sense is limited to playing it safe in his own end. Motin’s puck skills are rather average and on the downside, mobility and speed could use some improvement."
Perttu Lindgren,Finland,C,184,85,L,"['Offensive Forward', 'Playmaker']",,"('3', '75', '2005')","['1-time U20 WJC Bronze Medal', '1-time Liiga All-Star Team', '1-time Liiga Most Assists', '1-time Liiga Most Points (Veli-Pekka Ketola Trophy)', '1-time Liiga Rookie of the Year', '1-time NL Champion', '1-time NL Media All-Star Team', '1-time NL Most Valuable Player']",
Guillaume Desbiens,Canada,RW/LW,188,95,R,,,"('4', '116', '2003')","['1-time AHL Calder Cup Champion', '1-time EIHL Champion']","Desbiens is a big winger with good size and reach. Plays a gritty, hard-nosed game. Is a quality teammate and leader, and won't hesitate to fight. Lacks natural offensive instincts and foot speed.
- Erik K."
