player_name_ep,player_link_ep,date_of_birth,nation,player_pos,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description
Victor Antipin,https://www.eliteprospects.com/player/47508/viktor-antipin,12/6/1992,Russia / Kazakhstan,D,179,78,L,,,,"['1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '2-time World Championship Bronze Medal', '1-time KHL First All-Star Team', '2-time KHL Gagarin Cup Champion', '1-time MHL Champion']",Antipin is a great skater who uses an mix of explosiveness and efficient edgework to sneak around and create plays. Has good vision from the point and is also a crafty perimeter player on the power play. Smart and dependable in his own zone too.
Rasmus Dahlin,https://www.eliteprospects.com/player/310545/rasmus-dahlin,4/13/2000,Sweden,D,190,92,L,"['Playmaker', 'PP Specialist', 'Two-Way Defenseman']",Buffalo Sabres / Signed,"('1', '1', '2018')","['1-time J18 SM Gold Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Bronze Medal', '1-time Champions Hockey League Champion', '1-time NHL All-Rookie Team', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time TV-Pucken Best Defenseman (Lill-Strimmas Stipendium)', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']","Dahlin is a smart two-way defenseman who can play in any situation. He is a terrific skater and stick handler who can rush the puck, or join the attack in a hurry. Impressive agility makes him a good one-on-one defender. He has fine passing ability, and although not a big-time bomber, he has an accurate shot from the point. Not one to shy away from the physical game, Dahlin is an accomplished open-ice hitter. A young player, he must learn when to make the simpler play. Adding more weight should help him in board battles and around the crease.
(Erik K."
Lawrence Pilut,https://www.eliteprospects.com/player/84938/lawrence-pilut,12/30/1995,Sweden / USA,D,180,88,L,,,,"['2-time J20 SM Gold Medal', '1-time TV-Pucken Silver Medal', '1-time SHL Champion', '1-time SHL Defenseman of the Year', '1-time Swedish Defenseman of the Year (Salming Trophy)']",Father: Larry Pilut
Victor Olofsson,https://www.eliteprospects.com/player/86308/victor-olofsson,7/18/1995,Sweden,LW/RW,180,83,L,"['Offensive Forward', 'PP Specialist', 'Sniper']",,"('7', '181', '2014')","['1-time World Championship Bronze Medal', '1-time Champions Hockey League Champion', '1-time NHL All-Rookie Team', '1-time SHL Most Goals']","Olofsson is a winger with natural goal-scoring instincts. Knows how to find open ice and has a good, hard shot. Skates extremely well and is a decent playmaker, too. His lack of size can be a problem in physical contests.
- Erik K."
Dalton Smith,https://www.eliteprospects.com/player/30923/dalton-smith,6/30/1992,Canada,LW/RW,188,93,L,,,"('2', '34', '2010')",[],"Father: Derrick Smith
Brother: Blake Smith
Uncles: Keith Primeau, Wayne Primeau
Cousins: Cayden Primeau, Chayse Primeau, Corey Primeau, Madison Primeau, Mason Primeau"
Dylan Cozens,https://www.eliteprospects.com/player/286938/dylan-cozens,2/9/2001,Canada,C/RW,191,88,R,"['Leader', 'Offensive Center', 'Powerful Skater']",Ottawa Senators / Signed,"('1', '7', '2019')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time U20 WJC Gold Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time CSSHL U18 Most Points', '1-time U20 WJC All-Star Team', '1-time WHL (East) First All-Star Team', '1-time WHL Rookie of the Year (Jim Piggott Trophy)', '1-time World Championship All-Star Team']","Uncle: Scott Cozens
Brothers: Connor Cozens, Luke Cozens"
Jacob Bryson,https://www.eliteprospects.com/player/253923/jacob-bryson,11/18/1997,Canada,D,175,79,L,"['Mobile Defenseman', 'Puck-Moving Defenseman']",Buffalo Sabres / Signed,"('4', '99', '2017')","['1-time ALLIANCE U18 Champion', '1-time NCAA (East) Second All-American Team', '1-time USHL All-Rookie Team']","Cousins: Ella Vande Sompel, Mitchell Vande Sompel"
Arttu Ruotsalainen,https://www.eliteprospects.com/player/152112/arttu-ruotsalainen,10/29/1997,Finland,C/W,175,85,L,"['Two-Way Forward', 'Workhorse']",,,"['1-time U18 WJC Silver Medal', '1-time World Championship Silver Medal']",
Mattias Samuelsson,https://www.eliteprospects.com/player/325127/mattias-samuelsson,3/14/2000,USA / Sweden,D,193,102,L,"['Defensive Defenseman', 'PK Specialist']",Buffalo Sabres / Signed,"('2', '32', '2018')","['1-time U18 WJC Silver Medal', '1-time U20 WJC Silver Medal']","Father: Kjell Samuelsson
Uncle: Jan Samuelsson
Brother: Lukas Samuelsson"
Brett Murray,https://www.eliteprospects.com/player/267772/brett-murray,7/20/1998,Canada,LW/RW,195,103,L,"['Net-Front Presence', 'Puckhandler']",,"('4', '99', '2016')","['1-time CCHL Champion', '1-time CCHL Top Prospect Award', '1-time NCAA (B1G) Champion', '1-time USHL First All-Star Team']",
Owen Power,https://www.eliteprospects.com/player/504240/owen-power,11/22/2002,Canada,D,197,102,L,"['Mobile Defenseman', 'Two-Way Defenseman']",Buffalo Sabres / Signed,"('1', '1', '2021')","['1-time World Championship Gold Medal', '1-time NCAA (B1G) Champion', '1-time NCAA (West) Second All-American Team', '1-time NHL All-Rookie Team', '1-time USHL Defenseman of the Year', '1-time USHL First All-Star Team']","It’s easy to understand the appeal with Power. There just aren’t many 6-foot-6 defencemen who can skate quite like he does. He doesn’t make many mistakes with the puck, and he has no problem working the short-range passing game to let his teammates do the legwork in transition. He doesn’t hesitate. He has a great knack for finding space. And he has a big enough shot to credibly threaten from range."
Jack Quinn,https://www.eliteprospects.com/player/336828/jack-quinn,9/19/2001,Canada,RW/LW,185,84,R,"['Heavy Shooter', 'Two-Way Forward', 'Workhorse']",Buffalo Sabres / Signed,"('1', '8', '2020')","['1-time World Championship Gold Medal', '1-time U20 WJC Silver Medal', '1-time AHL All-Rookie Team', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)', '1-time CCHL Rookie of the Year', '1-time CCHL Top Prospect Award']","Uncle: Tyson Holly
He's always manipulating opposing defencemen as a puck-carrier, baiting a response, and then threading the puck through the opening this sequence created. Quinn can get a ten-bell shot off on either foot, and he deploys a wide array of release points to ensure that the puck gets through any manner of situations."
Ethan Prow,https://www.eliteprospects.com/player/90323/ethan-prow,11/17/1992,USA,D,180,83,R,,,,"['1-time AHL Second All-Star Team', '1-time NCAA (NCHC) Champion', '1-time NCAA (West) First All-American Team']","Wife: Hanna Prow

Father-in-Law: Vic Brodt

Aunt-in-Law: Kerri Brodt-Wethington
Cousin-in-Law: Madeline Wethington
Cousin-in-Law: Audrey Wethington
Cousin-in-Law: Jackie Wethington

Aunt-in-Law: Winny Brodt-Brown
Uncle-in-Law: Justin Brown

Aunt-in-Law: Chelsey Brodt-Rosenthal
Uncle-in-Law: Craig Rosenthal

Grandfather-in-Law: Jack Brodt"
Brandon Biro,https://www.eliteprospects.com/player/154069/brandon-biro,3/11/1998,Canada,C/LW,180,77,L,"['Playmaker', 'Puckhandler', 'Speedster']",,,"['1-time WJAC-19 Gold Medal', '1-time AJHL Champion', '1-time Alberta Cup Champion', '1-time NCAA (B1G) Champion']",Brother: Jordan Biro
JJ Peterka,https://www.eliteprospects.com/player/381855/jj-peterka,1/14/2002,Germany,W/C,183,86,L,"['Offensive Forward', 'Playmaker']",Utah Mammoth / Signed,"('2', '34', '2020')","['1-time World Championship Silver Medal', '1-time AHL All-Rookie Team', '1-time World Championship All-Star Team', '1-time World Championship Best Forward']","His unrelenting motor is a force multiplier in every zone. He's hard on every puck. He's an eager, willing combatant in board battles. He's violent, disruptive -- a real pain in the ass. He'll make second and third efforts where other players generally relent. He's rarely, if ever stationary, constantly scanning the ice when the puck isn't on his stick."
Jordan Greenway,https://www.eliteprospects.com/player/183455/jordan-greenway,2/16/1997,USA,LW/C,197,105,L,"['Net-Front Presence', 'Playmaker', 'Power Forward']",Buffalo Sabres / Signed,"('2', '50', '2015')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time NCAA (Hockey East) Champion']","Brother: James Greenway
Cousin: Tyson Greenway"
Lukas Rousek,https://www.eliteprospects.com/player/236358/lukas-rousek,4/20/1999,Czechia,C/W,180,91,L,"['Playmaker', 'Powerful Skater', 'Two-Way Forward']",,"('6', '160', '2019')",[],Father: Martin Rousek
Zach Benson,https://www.eliteprospects.com/player/535582/zach-benson,5/12/2005,Canada,LW/RW,178,77,L,"['Cerebral Tactician', 'Dangler', 'Playmaker']",Buffalo Sabres / Signed,"('1', '13', '2023')","['1-time Hlinka Gretzky Cup Gold Medal', '1-time CHL Third All-Star Team', '1-time CSSHL U15 Champion', '1-time CSSHL U15 Most Assists', '1-time CSSHL U15 Most Points', '1-time CSSHL U15 Most Valuable Player', '1-time WHL (East) First All-Star Team']","Brother: Levi Benson
Cousins: Diego Buttazzoni & Mirko Buttazzoni

Read scouting report in the EliteProspects 2023 NHL Draft Guide"
Jiri Kulich,https://www.eliteprospects.com/player/579198/ji%C5%99i-kulich,4/14/2004,Czechia,C/W,185,86,L,"['Powerful Skater', 'Puckhandler', 'Two-Way Center']",Buffalo Sabres / Signed,"('1', '28', '2022')","['1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time U18 WJC All-Star Team', '1-time U18 WJC Most Valuable Player', '2-time U20 WJC All-Star Team', '1-time U20 WJC Most Points']","The Czech forward is moving in every direction on the ice with great speed, using boards for sneaky manoeuvres and he was far the best skater on the ice in every game I have seen so far. He worked smart with the boards with either sending the puck out of the defensive zone or just making a pass. Zone entries also didn’t seem like a problem for him."
Isak Rosen,https://www.eliteprospects.com/player/420269/isak-rosen,3/15/2003,Sweden,RW/LW,183,79,L,"['Offensive Forward', 'Puckhandler', 'Speedster']",Buffalo Sabres / Signed,"('1', '14', '2021')","['1-time U18 WJC Bronze Medal', '1-time U20 WJC Bronze Medal', '1-time TV-Pucken Most Points']","He collects most pucks mid-stride. His handling and skating forms are nearly impeccable. He’ll send false signals between the blue lines to move the feet of opposing defenders, cutting east-west and using the dotted line. He’ll fake weight shifts, shoulder-shimmy, and just overpower hapless defenders."
Josh Norris,https://www.eliteprospects.com/player/273954/josh-norris,5/5/1999,USA / Canada,C/LW,185,90,L,,Buffalo Sabres / Signed,"('1', '19', '2017')","['1-time U18 WJC Gold Medal', '1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time AHL All-Rookie Team', '1-time AHL First All-Star Team', '1-time AHL Rookie of the Year (Red Garrett Memorial Award)', '1-time NHL All-Rookie Team']","Father: Dwayne Norris
Uncle: Warren Norris
Brothers: Coale Norris, Dalton Norris"
Michael Kesselring,https://www.eliteprospects.com/player/375367/michael-kesselring,1/13/2000,USA / Canada,D,193,98,R,['Defensive Defenseman'],Buffalo Sabres / Signed,"('6', '164', '2018')",['1-time World Championship Gold Medal'],"Father: Casey Kesselring
Brother: Mason Kesselring"
Josh Doan,https://www.eliteprospects.com/player/201817/josh-doan,2/1/2002,USA / Canada,RW/LW,188,90,R,,Buffalo Sabres / Signed,"('2', '37', '2021')","['1-time World Championship Gold Medal', '1-time AHL All-Rookie Team', '1-time USHL Clark Cup Champion', '1-time USHL Second All-Star Team']","Always in motion and armed with a powerful shot, Doan’s a consistent scoring threat in the USHL. Doan shows passing skill with slip passes and quick passes to the inside, although he’s more facilitator than creator. A consistent presence on the forecheck, he rips away possession, seals off defenders, then works the puck back to the inside."
Tyson Kozak,https://www.eliteprospects.com/player/408687/tyson-kozak,12/29/2002,Canada,C/LW,180,84,L,,Buffalo Sabres / Signed,"('7', '193', '2021')",['1-time WHL (US) Second All-Star Team'],"Offensively, he plays between checks, providing himself with just enough space to fire a two-touch or catch-and-release wrister. Without the puck, he brings a bit of physicality and a consistent motor. While not a play-killer, he’s constantly in a supporting position and identifies the next play immediately."
Noah Ostlund,https://www.eliteprospects.com/player/535699/noah-ostlund,3/11/2004,Sweden,C/LW,181,79,L,"['Cerebral Tactician', 'Playmaker', 'Speedster']",Buffalo Sabres / Signed,"('1', '16', '2022')","['1-time J18 SM Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Silver Medal', '1-time TV-Pucken Bronze Medal', '1-time U18 WJC Bronze Medal', '1-time Hlinka Gretzky Cup Bronze Medal']","At his best, Östlund is a dynamic, shifty playmaker who takes full advantage of the width of the ice to build passing sequences. A dextrous distributor with the full array of reach- adjusted passes and the keen eye to find options through traffic, he was the most prolific setup-man in the entire Swedish junior circuit."
Chris Phillips,https://www.eliteprospects.com/player/4719/chris-phillips,3/9/1978,Canada,D,191,100,L,['Defensive Defenseman'],,"('1', '1', '1996')","['2-time U20 WJC Gold Medal', '2-time World Championship Silver Medal', '1-time AJHL Most Outstanding Defenseman', '1-time CHL All-Rookie Team', '1-time CHL First All-Star Team', '1-time CHL Top Draft Prospect Award', '1-time U20 WJC All-Star Team', '1-time WHL (East) First All-Star Team', '1-time WHL Champion', '1-time WHL Rookie of the Year (Jim Piggott Trophy)', '1-time WHL Top Defenseman (Bill Hunter Trophy)']","A pretty complete defenseman. Phillips had good size, is defensively rather sound and can produce offensively although he has yet to put up any significant numbers in the NHL. He is quite mobile and a fairly good skater. Did not play 2015-2016 due to back injury."
Ricard Persson,https://www.eliteprospects.com/player/731/ricard-persson,8/24/1969,Sweden,D,188,93,L,,,"('2', '23', '1987')","['1-time U18 EJC Gold Medal', '1-time U20 WJC Silver Medal', '1-time AHL Calder Cup Champion', '1-time Asia League Champion', '1-time DEL Champion', '1-time DEL Defenseman of the Year', '1-time SHL Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']","Father: Lars Persson
Sons: Philip Persson, Samuel Persson"
Curtis Leschyshyn,https://www.eliteprospects.com/player/32198/curtis-leschyshyn,9/21/1969,Canada,D,185,93,L,,,"('1', '3', '1988')","['1-time NHL Stanley Cup Champion', '1-time WHL (East) First All-Star Team']","Daughter: Anna Leschyshyn
Son: Jake Leschyshyn"
Sean Gagnon,https://www.eliteprospects.com/player/52872/sean-gagnon,9/11/1973,Canada,D,188,98,L,"['Agitator', 'Physical Defenseman']",,,['1-time CHL Memorial Cup Champion'],
David Oliver,https://www.eliteprospects.com/player/7225/david-oliver,4/17/1971,Canada,RW,183,88,R,,,"('7', '144', '1991')","['1-time NCAA (CCHA) Champion', '1-time NCAA (West) First All-American Team']",
Chris Neil,https://www.eliteprospects.com/player/8949/chris-neil,6/18/1979,Canada,RW,185,98,R,"['Agitator', 'Enforcer', 'Heavy Hitter']",,"('6', '161', '1998')",[],"Nephews: Spencer Neil, Hunter Neil"
